"CCall" "CCin" "CCout" "BCdir" "BCund"
"CHE-286836" 0.014727900071449 0.000264375327891 0.000249190238036 10.2854451788423 14.0122953494353
"CHE-186037" 0.011582957070771 0.000248927886647 0.000249311718538 8.98707181284882 12.7543963457162
"CHE-94509" 0.01124183651377 0.000244677839453 0.000247978614595 7.03614849375054 11.0888889712766
"CHE-286250" 0.015296381372871 0.000264918933644 0.000249008125726 10.2764639036076 14.0347183744248
"CHE-123910" 0.009008098944151 0.000243724104314 0.000249494047724 0 0
"CHE-326682" 0.014873527876081 0.000243961912918 0.000249250971058 5.91079664404053 9.70479268162423
"CHE-98689" 0.010081621317394 0.000244319278959 0.000248704894424 6.72262979485545 10.6196185694864
"CHE-93824" 0.011755771132159 0.000243724104314 0.000247736984251 0 0
"CHE-283654" 0.015343814407924 0.000244080947762 0.000248947450543 6.25958146406492 10.1097697467749
"CHE-78266" 0.011721339581666 0.000246361335564 0.000247555913418 7.94342776787637 12.0928815507572
"CHE-124142" 0.008702994916534 0.000243724104314 0.000249737355692 0 0
"CHE-286131" 0.015296381372871 0.000264918933644 0.000249008125726 10.2764639036076 14.0347183744248
"CHE-185010" 0.011845665589525 0.000249670747463 0.000249190238036 9.09593911166621 12.8820584077288
"CHE-319815" 0.015483919673864 0.000248069208769 0.000249008125726 8.75416074932352 12.5784358821332
"CHE-270714" 0.015599923939913 0.00025487113288 0.000248886789821 9.64736874454047 13.4680671576173
"CHE-119401" 0.011194162225297 0.000249299233347 0.000248099516575 8.81239690526686 12.8185844428191
"CHE-119305" 0.011315112930454 0.000249671203354 0.000248039058351 8.86177531100083 12.8812035024032
"CHE-289184" 0.01306203031461 0.00024384296513 0.000249737355692 5.30330490805908 9.012133305952
"CHE-339154" 0.013481757558428 0.000248805014143 0.000249919988439 9.06566136060674 12.7305289480658
"CHE-123944" 0.00901102763499 0.000248194028435 0.000249494047724 8.8685540405312 12.6070543850108
"CHE-123834" 0.009170210007198 0.000248561891911 0.000249372480476 8.9254543868264 12.6822819794974
"CHE-352916" 0.011727103273983 0.000243724104314 0.000250712899869 0 0
"CHE-319597" 0.015718703417726 0.000248191265313 0.000248947450543 8.77012852753818 12.6053385783955
"CHE-270488" 0.015802876262169 0.000243724104314 0.00024882614356 0 0
"CHE-326443" 0.014873527876081 0.000243961912918 0.000249250971058 5.91079664404053 9.70479268162423
"CHE-353491" 0.011593432837508 0.000244677664317 0.000250773994187 7.53529670244409 11.0885221558418
"CHE-339205" 0.013481757558428 0.000248805014143 0.000249919988439 9.06566136060674 12.7305289480658
"CHE-353257" 0.011592384408215 0.000243724104314 0.000250773994187 0 0
"CHE-270490" 0.01582506780243 0.000254998264371 0.00024882614356 9.64672258271907 13.4781086893691
"CHE-349833" 0.011867599024438 0.00024527610304 0.000250651819997 8.00336305862995 11.5712132408407
"CHE-93685" 0.011755771132159 0.000243724104314 0.000247736984251 0 0
"CHE-326393" 0.015097589612034 0.000244200127898 0.000249190238036 6.59167373200866 10.3972077083992
"CHE-97611" 0.011028126831524 0.000256428497395 0.000248159989265 9.62225132756774 13.5865953828268
"CHE-94378" 0.011368612430644 0.000244917279816 0.000247918185307 7.24494154633701 11.310711356837
"CHE-332636" 0.014310383924366 0.000247820275082 0.000249554853033 8.79437027922287 12.5222692858802
"CHE-78031" 0.012132469291721 0.000249302203012 0.000247374972817 8.6328406149422 12.8185844428191
"CHE-331843" 0.015102647933787 0.000291176486455 0.000249250971058 11.0350348147827 14.6532540633752
"CHE-331855" 0.015102647933787 0.000291176486455 0.000249250971058 11.0350348147827 14.6532540633752
"CHE-121189" 0.01024081646919 0.0002516702141 0.00024864429155 9.27434750195047 13.1548112062702
"CHE-122308" 0.009860150281959 0.000250166859222 0.000248886789821 9.1178960815849 12.9567384528234
"CHE-327125" 0.015032689319534 0.000246241337882 0.000249250971058 8.25971696102152 12.0488221662851
"CHE-77471" 0.012268067136414 0.000243961912918 0.000247314688226 5.48479693349065 9.70479268162423
"CHE-121812" 0.009947980453261 0.000244080947762 0.00024882614356 6.2363695902037 10.1097697467749
"CHE-327040" 0.015257294824348 0.000294935281047 0.000249190238036 11.0873443804772 14.7151587681448
