"Geology" "Gem_typ" "LUses" "order" "elev" "Cond_Gl" "Dischrg" "Mn_Ar_T" "AGR" "FR" "UR"
"CHE-260760" "Sediments" "Sinuous" "Agriculture" 5 440 2.208 0.00048 46.8926 0.339622641509434 0.660377358490566 0
"CHE-262333" "Sediments" "Straight" "Agriculture" 5 457 2.05747 0.00171 50.26381 0.389408099688474 0.610591900311526 0
"CHE-265291" "Sediments" "Straight" "Agriculture" 4 489 2.311375 0.00107 52.6559 0.594936708860759 0.40506329113924 0
"CHE-39135" "Sediments" "Straight" "Agriculture" 3 298 2 0.00134 54.48437 0.598130841121495 0.401869158878505 0
"CHE-36113" "Sediments" "Straight" "Forest_NoConif" 4 346 1.77922 0.00169 47.50763 0.918495297805643 0.0815047021943574 0
"CHE-107073" "Sediments" "Sinuous" "HumidAreas" 6 353 2 0.01057 61.38578 0.265625 0.734375 0
"CHE-257065" "Sediments" "Straight" "Agriculture" 2 365 2 7e-05 35.47772 0.981191222570533 0 0.0188087774294671
"CHE-105460" "Calcareous" "Straight" "HumidAreas" 6 358 4.911765 0.0114 58.87208 0 1 0
"CHE-261243" "Sediments" "Straight" "Forest_Plantation" 3 668 3.972 0.00035 48.41588 0.0282131661442006 0.971786833855799 0
"CHE-262876" "Sediments" "Sinuous" "Forest_Plantation" 4 600 2 0.00052 48.08354 0.59748427672956 0.330188679245283 0.0723270440251572
"CHE-38015" "Conglomerates" "Straight" "Agriculture" 3 314 2 0.00041 39.13501 0.81875 0.10625 0.075
"CHE-176669" "Sediments" "Sinuous" "Shrubs" 5 298 2 0.01368 64.03477 0.815625 0.184375 0
"CHE-107177" "Sediments" "Meandering" "Agriculture" 4 365 2 0.00127 43.27562 0.503125 0.496875 0
"CHE-257317" "Sediments" "Straight" "Agriculture" 4 419 1.689655 6e-05 35.61763 0.993769470404984 0.00311526479750779 0.00311526479750779
"CHE-252293" "Sediments" "Sinuous" "HumidAreas" 8 232 2 0.10695 49.77289 0.599369085173502 0.315457413249211 0.0851735015772871
"CHE-70892" "Conglomerates" "Sinuous" "Shrubs" 5 365 3.078125 0 32.60049 0.0125391849529781 0.987460815047022 0
"CHE-70500" "Sediments" "Straight" "Forest_NoConif" 5 290 2 0.00916 75.83871 0.546031746031746 0.311111111111111 0.142857142857143
"CHE-109202" "Sandstones" "Straight" "Agriculture" 2 475 1 0 40.07882 0.333333333333333 0.660377358490566 0.00628930817610063
"CHE-257748" "Sediments" "Straight" "Forest_NoConif" 4 552 2 0.00045 46.97013 0.373831775700935 0.557632398753894 0.0685358255451713
"CHE-246777" "Sediments" "Meandering" "HumidAreas" 5 239 2 0.00518 41.83619 1 0 0
"CHE-246756" "Sediments" "Meandering" "HumidAreas" 8 227 2 0.11166 49.08791 0.783699059561129 0.0877742946708464 0.128526645768025
"CHE-37938" "Sediments" "Straight" "Shrubs" 6 235 1.779955 0.02836 80.12363 0.557993730407524 0.442006269592476 0
"CHE-83620" "Sediments" "Straight" "Agriculture" 3 280 1.923075 0.00023 31.62968 1 0 0
"CHE-257768" "Conglomerates" "Straight" "Agriculture" 3 573 2 0.00013 47.54867 0.208722741433022 0.791277258566978 0
"CHE-257936" "Calcareous" "Straight" "Forest_NoConif" 3 748 3.25417 9e-05 48.77654 0 1 0
"CHE-252720" "Sediments" "Sinuous" "Agriculture" 3 348 2 0.00069 39.78516 0.85 0.021875 0.128125
"CHE-85339" "Sediments" "Sinuous" "Agriculture" 3 273 1.852175 0.00079 33.84885 0.96583850931677 0.0341614906832298 0
"CHE-246416" "Sediments" "Sinuous" "Agriculture" 8 225 2 0.1118 48.97123 0.636363636363636 0.351097178683386 0.0125391849529781
"CHE-30760" "Sediments" "Straight" "Pasture" 5 270 2 0.00423 50.49424 0.572327044025157 0.330188679245283 0.0974842767295598
"CHE-253385" "Sediments" "Sinuous" "No_Vegetation" 3 477 2 0.00049 42.65086 0.959375 0.040625 0
"CHE-245575" "Sediments" "Sinuous" "HumidAreas" 8 220 2 0.11199 48.81092 0.564668769716088 0.435331230283912 0
"CHE-70459" "Sediments" "Straight" "Forest_NoConif" 5 212 2 0.00921 74.5836 0.801857585139319 0.120743034055728 0.0773993808049536
"CHE-245352" "Sediments" "Meandering" "HumidAreas" 8 215 2 0.11211 48.69433 0.529968454258675 0.470031545741325 0
"CHE-245324" "Caly" "Straight" "Pasture" 8 259 2 2e-05 33.50808 0.059748427672956 0.940251572327044 0
"CHE-34568" "Sediments" "Straight" "Forest_Plantation" 4 276 1.96983 0.00299 39.02376 0.745341614906832 0.254658385093168 0
"CHE-245356" "Sediments" "Meandering" "Forest_NoConif" 8 214 2 0.1121 48.69996 0.625 0.375 0
"CHE-254220" "Sediments" "Straight" "No_Vegetation" 3 835 1.93985 6e-05 50.41732 0.196875 0.803125 0
"CHE-83599" "Sediments" "Straight" "HumidAreas" 6 185 2 0.02693 62.18105 0.874213836477987 0.119496855345912 0.00628930817610063
"CHE-196145" "Sediments" "Meandering" "Forest_NoConif" 5 239 2 0.01634 43.76392 0.840625 0 0.159375
"CHE-174854" "Sediments" "Sinuous" "Forest_NoConif" 5 232 2 0.01484 56.79164 0.777429467084639 0.216300940438871 0.00626959247648903
"CHE-82180" "Sandstones" "Straight" "Agriculture" 3 208 1.43773 0.00068 33.29388 1 0 0
"CHE-196073" "Sediments" "Sinuous" "Pasture" 8 214 2 0.12558 47.39965 0.196875 0.803125 0
"CHE-195658" "Sediments" "Sinuous" "HumidAreas" 8 199 2 0.12583 47.31344 0.775316455696203 0.117088607594937 0.107594936708861
"CHE-70446" "Sediments" "Straight" "Forest_NoConif" 5 181 2 0.00931 72.51248 0.665625 0.203125 0.13125
"CHE-29795" "Sediments" "Sinuous" "HumidAreas" 5 172 2 0.00764 42.63872 0.54858934169279 0.423197492163009 0.0282131661442006
"CHE-195711" "Sediments" "Sinuous" "Shrubs" 8 296 2 0.12571 47.33769 0.248427672955975 0.751572327044025 0
"CHE-174731" "Sediments" "Sinuous" "Pasture" 5 204 2 0.0149 56.16501 0.624605678233438 0.157728706624606 0.217665615141956
"CHE-174725" "Sediments" "Straight" "Forest_NoConif" 5 196 2 0.01491 56.02687 0.29559748427673 0.19496855345912 0.509433962264151
"CHE-195372" "Sediments" "Sinuous" "HumidAreas" 8 197 2 0.12596 47.24871 0 0.0683229813664596 0.93167701863354
"CHE-196383" "Sediments" "HighlyMeandering" "Forest_NoConif" 5 278 2 0.01618 43.88687 0.962382445141066 0.0125391849529781 0.0250783699059561
"CHE-37307" "Sediments" "Sinuous" "HumidAreas" 6 144 2 0.02878 73.9031 0.620253164556962 0.367088607594937 0.0126582278481013
"CHE-28658" "Sediments" "Straight" "Pasture" 3 138 2 0.00097 28.9189 0.918495297805643 0.0815047021943574 0
"CHE-206240" "Sandstones" "Straight" "Agriculture" 2 725 1 0.00024 42.72232 0.0996884735202492 0.900311526479751 0
"CHE-206613" "Calcareous" "Sinuous" "Pasture" 2 821 4.94203 0 42.68841 0.0934579439252336 0.906542056074766 0
"CHE-68796" "Sediments" "Sinuous" "Forest_NoConif" 6 132 2 0.0374 60.23349 0.854889589905363 0.116719242902208 0.028391167192429
"CHE-197164" "Sediments" "Straight" "Agriculture" 5 303 2 0 40.25536 0.59748427672956 0.235849056603774 0.166666666666667
"CHE-67254" "Sediments" "Straight" "HumidAreas" 6 113 2 0.03805 58.91297 0.710691823899371 0.289308176100629 0
"CHE-173299" "Sediments" "Sinuous" "HumidAreas" 8 169 2 0.14212 47.69271 0.871875 0.078125 0.05
"CHE-28208" "Shales" "Straight" "Pasture" 6 121 2.60901 0.03624 58.28797 0.6625 0.296875 0.040625
"CHE-67249" "Sediments" "Sinuous" "HumidAreas" 6 108 2 0.03807 58.81346 0.838006230529595 0.149532710280374 0.0124610591900312
"CHE-190846" "Sandstones" "Straight" "Agriculture" 4 358 1.417695 0.00141 44.32247 0.695924764890282 0.272727272727273 0.0313479623824451
"CHE-172350" "Sediments" "Meandering" "Forest_NoConif" 8 157 2 0.14256 47.46291 0.803125 0.19375 0.003125
"CHE-202807" "Sediments" "Straight" "No_Vegetation" 4 430 2.67058 0.00102 40.092 0.528125 0.38125 0.090625
"CHE-172140" "Sediments" "Sinuous" "Forest_NoConif" 8 155 2 0.14269 47.38939 0.525316455696203 0.329113924050633 0.145569620253165
"CHE-207367" "Shales" "Straight" "Agriculture" 5 400 3.404765 1e-05 45.17154 0.476340694006309 0.369085173501577 0.154574132492114
"CHE-191888" "Caly" "Straight" "Agriculture" 3 438 1.67729 0.00107 47.64736 0.978125 0.021875 0
"CHE-172071" "Calcareous" "Straight" "Agriculture" 2 183 5 8e-05 26.43316 0.718266253869969 0.0402476780185759 0.241486068111455
"CHE-228130" "Slate" "Sinuous" "Agriculture" 4 669 1.173515 0 40.71993 0.171875 0.828125 0
"CHE-192295" "Sediments" "Straight" "Agriculture" 3 540 3.15666 0.00095 49.06642 0.687697160883281 0.312302839116719 0
"CHE-209169" "Sediments" "Straight" "HumidAreas" 3 574 1.8625 0 49.44814 0.473354231974922 0.526645768025078 0
"CHE-237370" "Sediments" "Straight" "Forest_NoConif" 3 853 2.72101 0.00036 42.14003 0.0977917981072555 0.902208201892745 0
"CHE-228018" "Sediments" "Sinuous" "Agriculture" 4 611 1.647875 0.00073 44.07099 0.390625 0.609375 0
"CHE-165680" "Sediments" "Sinuous" "Agriculture" 4 188 2 0.00208 42.6678 0.537267080745342 0.462732919254658 0
"CHE-192503" "Sediments" "Sinuous" "Forest_NoConif" 3 558 3 1e-05 43.75149 0.382445141065831 0.608150470219436 0.00940438871473354
"CHE-12907" "Conglomerates" "Straight" "Shrubs" 3 315 2 0.00027 36.02386 0.435736677115987 0.564263322884012 0
"CHE-230265" "Sediments" "Sinuous" "Pasture" 5 616 1.791665 0 38.25882 0.695924764890282 0.247648902821317 0.0564263322884013
"CHE-12328" "Slate" "Straight" "Forest_NoConif" 2 540 1 0 36.43098 0.00623052959501558 0.993769470404984 0
"CHE-227729" "Sediments" "Meandering" "Agriculture" 5 550 2 0.00721 43.08539 0.8801261829653 0.0536277602523659 0.0662460567823344
"CHE-230327" "Sediments" "Sinuous" "Agriculture" 4 614 1.532175 0.00301 46.77573 0.185534591194969 0.814465408805031 0
"CHE-154761" "Sediments" "Sinuous" "Agriculture" 4 143 2 0.00319 42.73575 0.874608150470219 0.0156739811912226 0.109717868338558
"CHE-236505" "Sediments" "Sinuous" "Shrubs" 5 676 1.813085 0.0034 40.28685 0.0564263322884013 0.943573667711599 0
"CHE-213245" "Sediments" "Straight" "Agriculture" 4 560 2 0 41.35412 0.73125 0.26875 0
"CHE-238550" "Sediments" "Sinuous" "Forest_NoConif" 5 674 2 0.00271 40.04762 0.786163522012579 0.00314465408805031 0.210691823899371
"CHE-17773" "Calcareous" "Straight" "HumidAreas" 4 109 5 0.00335 39.64211 0.208722741433022 0.791277258566978 0
"CHE-15656" "Sediments" "Sinuous" "HumidAreas" 8 66 1.999935422855 0.23264 48.87671 0.176100628930818 0.39622641509434 0.427672955974843
"CHE-18255" "Calcareous" "Sinuous" "Shrubs" 2 175 5 2e-05 30.97093 0.0283018867924528 0.971698113207547 0
"CHE-11769" "Slate" "Straight" "Agriculture" 4 295 1 0.00022 35.69515 0.405660377358491 0.594339622641509 0
"CHE-17565" "Calcareous" "Straight" "HumidAreas" 4 85 3.305085 0.00341 39.34852 0.120253164556962 0.879746835443038 0
"CHE-127580" "Sediments" "Straight" "Agriculture" 5 124 2 0 28.87637 0.968454258675079 0.028391167192429 0.00315457413249211
"CHE-127637" "Sediments" "Sinuous" "Forest_NoConif" 5 149 1 0 30.62623 0.749216300940439 0.250783699059561 0
"CHE-242353" "Sediments" "Straight" "Agriculture" 2 783 2 4e-05 38.18196 0.754716981132076 0.245283018867925 0
"CHE-20250" "Shales" "Straight" "HumidAreas" 4 156 1 0.00238 42.34509 0.453416149068323 0.43167701863354 0.114906832298137
"CHE-18361" "Sediments" "Sinuous" "HumidAreas" 3 160 1 0.00077 36.33908 0.332278481012658 0.667721518987342 0
"CHE-20419" "Sediments" "Straight" "Agriculture" 4 233 1.973915 0.00231 43.13231 0.810126582278481 0.142405063291139 0.0474683544303797
"CHE-230765" "Sediments" "Sinuous" "Agriculture" 3 695 2 0 35.74571 0.410658307210031 0.520376175548589 0.0689655172413793
"CHE-11232" "Sandstones" "Straight" "Shrubs" 4 104 1 0.00079 34.73693 0.555555555555556 0.444444444444444 0
"CHE-234435" "Calcareous" "Sinuous" "Shrubs" 4 761 5 0 39.07318 0.059190031152648 0.847352024922118 0.0934579439252336
"CHE-156412" "Conglomerates" "Sinuous" "Forest_NoConif" 4 272 2.403225 0.0024 48.85783 0.61993769470405 0.227414330218069 0.152647975077882
"CHE-20451" "Sediments" "Straight" "Shrubs" 4 262 1.88889 1e-05 34.73787 0.873417721518987 0.120253164556962 0.00632911392405063
"CHE-234572" "Calcareous" "Straight" "Forest_NoConif" 4 838 5 0 36.35261 0.223270440251572 0.776729559748428 0
"CHE-13889" "Sediments" "Sinuous" "HumidAreas" 8 29 1.325205 0.23307 48.80381 0.609375 0.390625 0
"CHE-9977" "Sediments" "Sinuous" "No_Vegetation" 4 50 1.1831 0.00117 33.85802 0.555555555555556 0.444444444444444 0
"CHE-9905" "Sediments" "Sinuous" "HumidAreas" 8 37 1.591245 0.23415 48.69106 0.383647798742138 0.616352201257862 0
"CHE-194655" "Sediments" "Straight" "Agriculture" 2 905 1.80309 0.00025 57.85328 1 0 0
"CHE-231749" "Sediments" "Straight" "Shrubs" 3 912 2.782555 0.00105 51.58688 0.075 0.925 0
"CHE-10249" "Sandstones" "Straight" "HumidAreas" 3 182 2.315055 0.00017 34.84728 0.382445141065831 0.617554858934169 0
"CHE-156578" "Sediments" "Meandering" "Forest_NoConif" 4 329 1.622265 0.00235 49.63572 0.838006230529595 0 0.161993769470405
"CHE-18653" "Shales" "Sinuous" "Agriculture" 3 268 1 0.00065 38.1531 0.335423197492163 0.664576802507837 0
"CHE-216052" "Sediments" "Straight" "Forest_NoConif" 4 748 2 0.00427 47.88987 0.5375 0.4625 0
"CHE-234792" "Sediments" "Straight" "Agriculture" 4 901 1.793105 0.00118 47.95498 0.304075235109718 0.695924764890282 0
"CHE-128674" "Sediments" "Sinuous" "Forest_NoConif" 5 271 1.95911 0.00706 48.48824 0.392523364485981 0.607476635514019 0
"CHE-8727" "Sediments" "Sinuous" "HumidAreas" 8 27 1.592475 0.23453 48.63343 0.903426791277259 0.0841121495327103 0.0124610591900312
"CHE-8780" "Sediments" "Sinuous" "Forest_NoConif" 8 22 1.257225 0.23451 48.63723 0.85981308411215 0.14018691588785 0
"CHE-129014" "Sediments" "Sinuous" "HumidAreas" 5 329 1.926605 0.00697 48.89342 0.320754716981132 0.421383647798742 0.257861635220126
"CHE-20946" "Sediments" "Straight" "Shrubs" 4 343 2 0.00209 44.87722 0.379310344827586 0.61128526645768 0.00940438871473354
"CHE-169549" "Shales" "Sinuous" "Forest_NoConif" 3 809 3.96286 0.00026 53.24642 0.34384858044164 0.65615141955836 0
"CHE-157529" "Conglomerates" "Sinuous" "Shrubs" 4 480 3 0 34.0666 0.0220820189274448 0.971608832807571 0.00630914826498423
"CHE-6224" "Calcareous" "Straight" "Forest_NoConif" 3 157 4.57262 0.00025 35.27456 0 1 0
"CHE-21186" "Sediments" "Straight" "HumidAreas" 4 377 1.642155 0.00197 45.82312 0.750778816199377 0.249221183800623 0
"CHE-159994" "Sediments" "Straight" "Shrubs" 4 543 3.10739 0.00148 53.12201 0.611801242236025 0.388198757763975 0
"CHE-157930" "Sediments" "Sinuous" "Shrubs" 3 534 1.440945 0.00043 49.11416 0.4875 0.5125 0
"CHE-160732" "Conglomerates" "Sinuous" "Agriculture" 4 583 3.51434923818 0.00123 53.80982 0.0189274447949527 0.981072555205047 0
"CHE-19491" "Sediments" "Sinuous" "HumidAreas" 3 416 1.530895 0.00036 43.21648 0.883280757097792 0.116719242902208 0
"CHE-217632" "Sediments" "Sinuous" "Agriculture" 4 847 1.77835 0.00393 48.18913 0.334384858044164 0.665615141955836 0
"CHE-19533" "Sediments" "Straight" "Forest_Conif" 3 424 1.621055 0.00034 43.595 0.684542586750789 0.315457413249211 0
"CHE-21783" "Sediments" "Straight" "HumidAreas" 4 439 2 1e-05 40.83722 0.182389937106918 0.817610062893082 0
"CHE-19864" "Sediments" "Straight" "HumidAreas" 3 460 1.37034 2e-04 44.71907 0.789968652037618 0.210031347962382 0
"CHE-161225" "Conglomerates" "Sinuous" "HumidAreas" 4 639 3 0.0011 54.60644 0.0809968847352025 0.919003115264797 0
"CHE-130326" "Sediments" "Straight" "Agriculture" 5 383 1.98419 0.0065 50.69684 0.682242990654206 0.317757009345794 0
"CHE-220163" "Sediments" "Sinuous" "Urban" 4 880 2 0.00296 45.89227 0.6 0 0.4
"CHE-4674" "Sediments" "Meandering" "Agriculture" 8 11 1.38988 0.23555 48.52062 0.864779874213837 0.135220125786164 0
"CHE-23969" "Shales" "Straight" "Shrubs" 4 484 1.1875 0 32.65759 0.684375 0.315625 0
"CHE-132620" "Calcareous" "Meandering" "HumidAreas" 5 444 3.68648 0.00577 51.12646 0 1 0
"CHE-218137" "Sediments" "Straight" "Agriculture" 3 911 2 0 53.71045 0.704761904761905 0.295238095238095 0
"CHE-22014" "Sediments" "Sinuous" "Agriculture" 3 483 2 1e-05 39.25768 0.554858934169279 0.445141065830721 0
"CHE-22111" "Sediments" "Straight" "Urban" 3 511 1.64494 0.00065 50.08287 0.766355140186916 0.0934579439252336 0.14018691588785
"CHE-22120" "Sediments" "Straight" "Forest_Conif" 2 526 2 0 44.65231 0.645569620253165 0.354430379746835 0
"CHE-22231" "Conglomerates" "Straight" "Forest_Conif" 2 645 3.53231 2e-04 50.94141 0.00632911392405063 0.993670886075949 0
"CHE-22962" "Sediments" "Straight" "HumidAreas" 3 525 2.086095 0.00036 51.57011 0.5 0.5 0
"CHE-23553" "Sediments" "Sinuous" "Shrubs" 2 612 2.236765 0.00015 54.39263 0.113564668769716 0.886435331230284 0
"CHE-142628" "Shales" "Straight" "Shrubs" 4 487 1.03367 1e-05 46.07127 0.595611285266458 0.391849529780564 0.0125391849529781
"CHE-22425" "Shales" "Sinuous" "Agriculture" 2 657 1.208335 0.00016 53.17702 0.186708860759494 0.813291139240506 0
"CHE-23713" "Sediments" "Straight" "Forest_NoConif" 2 748 2.10157 0.00011 56.07977 0 1 0
"CHE-133307" "Calcareous" "Straight" "Pasture" 4 541 4 0 44.31454 0.150943396226415 0.849056603773585 0
"CHE-23217" "Calcareous" "Straight" "Forest_Conif" 2 770 5 8e-05 53.04454 0 1 0
"CHE-143170" "Sediments" "Sinuous" "Pasture" 4 565 2.325 0 36.45415 0.297805642633229 0.467084639498433 0.235109717868339
"CHE-219758" "Sandstones" "Straight" "Agriculture" 3 1133 2.499145 0.00015 55.76128 0.386792452830189 0.613207547169811 0
"CHE-26060" "Conglomerates" "Sinuous" "HumidAreas" 3 695 2 0.00028 51.42711 0.282131661442006 0.717868338557994 0
"CHE-223415" "Sediments" "Straight" "Agriculture" 4 936 2 0.00138 45.68671 0.915094339622642 0 0.0849056603773585
"CHE-134507" "Sediments" "Straight" "Agriculture" 4 613 3.46253 0 38.56873 0.330218068535826 0.669781931464174 0
"CHE-145601" "Sediments" "Sinuous" "HumidAreas" 4 641 2.207855 0.002 55.71145 0.00630914826498423 0.993690851735016 0
"CHE-149934" "Calcareous" "Straight" "Shrubs" 3 980 5 0 55.19864 0 1 0
"CHE-151058" "Sediments" "Straight" "Agriculture" 3 1109 2.029195 0.00054 56.78109 0.19435736677116 0.80564263322884 0
"CHE-147188" "Calcareous" "Straight" "Forest_NoConif" 3 904 5 0.00078 58.21682 0 1 0
"CHE-135451" "Calcareous" "Straight" "Pasture" 2 762 4 0.00017 48.55767 0.0716510903426791 0.928348909657321 0
"CHE-225948" "Sediments" "Straight" "Agriculture" 2 986 2 8e-05 46.9714 0.940993788819876 0 0.0590062111801242
"CHE-152538" "Calcareous" "Straight" "Forest_NoConif" 2 1346 4 1e-04 54.49704 0.0345911949685535 0.911949685534591 0.0534591194968553
